-3.938936735495614812e+03,3.238849851267896263e+00,-2.197146892547607422e+00,-1.925656732081273859e+00,8.903136636170627671e-01
-3.937464706503513753e+03,3.150542713756662394e+00,-2.197146892547607422e+00,-1.858732532000744619e+00,9.121133563409282718e-01
-3.930387065308081674e+03,3.178448872047196172e+00,-2.197146892547607422e+00,-1.829475065958185986e+00,8.535879422227554691e-01
-3.930652052986190938e+03,3.603256370554628774e+00,-2.197146892547607422e+00,-2.676840021433689376e+00,1.275599199270587292e+00
-3.931655962773630563e+03,3.150544881946196085e+00,-2.197146892547607422e+00,-1.755575842349358151e+00,8.087194147533237620e-01
-3.962457051888441583e+03,3.150550711150285732e+00,-2.197146892547607422e+00,-1.787835738127455443e+00,8.406826441753498802e-01
-3.819687384055386246e+03,3.150547309572045318e+00,-2.197146892547607422e+00,-1.820159593965850586e+00,8.723168692545966163e-01
-3.840602315857308895e+03,3.150462729173780119e+00,-2.197146892547607422e+00,-1.703031923267750880e+00,7.621407185625262981e-01
-3.835831182956688735e+03,3.150517827748736011e+00,-2.197146892547607422e+00,-1.735076904029085876e+00,7.897027642089088362e-01
-3.836345026951777072e+03,3.150543577528358785e+00,-2.197146892547607422e+00,-1.762361374865634378e+00,8.149272253649189057e-01
-3.837579621502160990e+03,3.150555781578183279e+00,-2.197146892547607422e+00,-1.779089652722672277e+00,8.306837229759955754e-01
-3.836680856294234673e+03,3.150530257465575801e+00,-2.197146892547607422e+00,-1.745202433078858473e+00,7.988377241256787720e-01
-3.837424978417219791e+03,3.150545205772434354e+00,-2.197146892547607422e+00,-1.761580860505218116e+00,8.140227232799654988e-01
-3.836948287394074669e+03,3.150540198089273325e+00,-2.197146892547607422e+00,-1.757944969214611186e+00,8.107865441012378493e-01
-3.838864800586888123e+03,3.150515616853137413e+00,-2.197146892547607422e+00,-1.735074422300609376e+00,7.899057898014907320e-01
-3.841333916012444661e+03,3.150535402743351199e+00,-2.197146892547607422e+00,-1.808400838284429213e+00,8.616533751975866684e-01
-3.839018866655847887e+03,3.150538403204299343e+00,-2.197146892547607422e+00,-1.753413675414327244e+00,8.064106948791492924e-01
-3.830501136975291956e+03,3.150557787855770897e+00,-2.197146892547607422e+00,-1.784250669908691078e+00,8.356430528047288364e-01
-3.827550528920859506e+03,3.150548726934267130e+00,-2.197146892547607422e+00,-1.772571819819911632e+00,8.246675709886212013e-01
-3.825360231245419072e+03,2.912191510296629815e+00,-2.197146892547607422e+00,-1.310809705257678592e+00,6.035053956052388591e-01
-3.825759830180710196e+03,3.150537729909233420e+00,-2.197146892547607422e+00,-1.754982318927484242e+00,8.079374097591938142e-01
-3.833276064817673159e+03,3.150541639640791480e+00,-2.197146892547607422e+00,-1.757549543004877535e+00,8.102462979722607761e-01
-3.836297520246259865e+03,3.150553116755841376e+00,-2.197146892547607422e+00,-1.790893528222094133e+00,8.426919100382800343e-01
-3.844829702133142746e+03,3.150538582759387030e+00,-2.197146892547607422e+00,-1.813694776544486853e+00,8.667218474482141222e-01
-3.837891032060166253e+03,3.150546040191860797e+00,-2.197146892547607422e+00,-1.806355547958691243e+00,8.587322893544762081e-01
-3.840515257750891124e+03,3.150556682364608729e+00,-2.197146892547607422e+00,-1.797645084093483003e+00,8.491819768388803036e-01
-3.824763763492808266e+03,3.150553820627323809e+00,-2.197146892547607422e+00,-1.775843986495798887e+00,8.275184266173922776e-01
-3.825688061630163247e+03,3.853354055466823080e+00,-2.197146892547607422e+00,-3.060629416656684310e+00,1.414244879698935531e+00
-3.828648738006716030e+03,3.150555201486712864e+00,-2.197146892547607422e+00,-1.779126885368941258e+00,8.307149944276419617e-01
-3.872401943113850848e+03,3.150553302716376791e+00,-2.197146892547607422e+00,-1.768588158386660059e+00,8.206014879533461981e-01
-3.833883200652639516e+03,3.150561087096791724e+00,-2.197146892547607422e+00,-1.799862046159516726e+00,8.510102833390134069e-01
-3.873417336864383287e+03,3.150560511771320016e+00,-2.197146892547607422e+00,-1.779409725386715158e+00,8.308190850082740608e-01
-3.863489516586826994e+03,3.150562054597105366e+00,-2.197146892547607422e+00,-1.793442233037483069e+00,8.446700876614978704e-01
-3.864049347299373494e+03,3.150561574794743080e+00,-2.197146892547607422e+00,-1.797987793143869473e+00,8.492574280007127996e-01
-3.865412399386765173e+03,3.150562040008632270e+00,-2.197146892547607422e+00,-1.782299337090338609e+00,8.335392032791045791e-01
-3.864969875723740188e+03,3.150564660172013198e+00,-2.197146892547607422e+00,-1.790387841335809194e+00,8.414061754394267512e-01
-3.866948258223809262e+03,3.150566550102069208e+00,-2.197146892547607422e+00,-1.793786539866550012e+00,8.446587564372269874e-01
-3.871073499558117874e+03,3.150563416541047879e+00,-2.197146892547607422e+00,-1.793780332645630970e+00,8.449357528157599440e-01
-3.871654247889801809e+03,3.153582573063155259e+00,-2.197146892547607422e+00,-1.787111574018931393e+00,8.354343996799050709e-01
-3.870803899041403838e+03,3.147524076383449110e+00,-2.197146892547607422e+00,-1.735380236095187767e+00,7.926117760678190738e-01
-3.865990072523157778e+03,3.150563064621979770e+00,-2.197146892547607422e+00,-1.804993635590937950e+00,8.561471225283090458e-01
-3.860507586551485019e+03,3.150559282910759151e+00,-2.197146892547607422e+00,-1.775240975207420968e+00,8.266792686397886891e-01
-3.860439289751392153e+03,3.150564650107958276e+00,-2.197146892547607422e+00,-1.791007279704556421e+00,8.420037565699491910e-01
-3.861229604246999315e+03,2.912236323038780661e+00,-2.197146892547607422e+00,-1.323839099545904618e+00,6.131678877648665260e-01
-3.861307201356787118e+03,3.150559813366045070e+00,-2.197146892547607422e+00,-1.779558977106999951e+00,8.309591931803064213e-01
-3.871768818224850293e+03,3.150556857866455118e+00,-2.197146892547607422e+00,-1.775264462314789737e+00,8.269679639281435346e-01
-3.872084135155846980e+03,3.150567381530064992e+00,-2.197146892547607422e+00,-1.800778272008255465e+00,8.516050413463055468e-01
-3.875842918014353017e+03,3.150566979161425696e+00,-2.197146892547607422e+00,-1.789706953352890428e+00,8.405861863002346279e-01
-3.869198573632578245e+03,3.150564487763309884e+00,-2.197146892547607422e+00,-1.801782030545724389e+00,8.528358872648768019e-01
-3.869097833945790626e+03,3.150560977821096564e+00,-2.197146892547607422e+00,-1.800301636407618755e+00,8.516472625283511011e-01
-3.846050031298710564e+03,3.150544933254132651e+00,-2.197146892547607422e+00,-1.760120369499947435e+00,8.126421817279539939e-01
-3.845333326338198731e+03,3.853366876096293137e+00,-2.197146892547607422e+00,-3.070428056095050540e+00,1.423227983543200459e+00
-3.846174287352209831e+03,3.150560389719248011e+00,-2.197146892547607422e+00,-1.796092004814985321e+00,8.473616271834272240e-01
-3.886869198606475493e+03,3.150556277859743126e+00,-2.197146892547607422e+00,-1.769062009477175179e+00,8.209149763056051707e-01
-3.841125267162489308e+03,3.150557022525402040e+00,-2.197146892547607422e+00,-1.782214431659131737e+00,8.337289080980038181e-01
-3.884601811251449362e+03,3.150558420432528095e+00,-2.197146892547607422e+00,-1.776485454935257557e+00,8.281347850748435047e-01
-3.869024990776595587e+03,3.150561899980366398e+00,-2.197146892547607422e+00,-1.790973834683446730e+00,8.422445917744574295e-01
-3.868679621476553166e+03,3.150561465918091386e+00,-2.197146892547607422e+00,-1.788943952078631217e+00,8.402478863181577218e-01
-3.869744686503494904e+03,3.150558602842108868e+00,-2.197146892547607422e+00,-1.777171469928288339e+00,8.287209600717305724e-01
-3.869615977090732940e+03,3.150555153026038280e+00,-2.197146892547607422e+00,-1.772353256220942308e+00,8.241875297386678234e-01
-3.872639358895586611e+03,3.150564519277484710e+00,-2.197146892547607422e+00,-1.801284003871049810e+00,8.523545680867599117e-01
